person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Stancu Georgescu,stancugeorgescu,stancugeorgescu@email.ro,2310608529578,1931-06-25,"Intrarea Augustin Aanei Nr. 51 Bl. 69  Sc. 76 Ap. 964, Voluntari, 276389",0760 776 718,b8:37:26:4e:05:f8,98.222.142.72,RO69CSIF9196982139771398,2025-04-10 10:49:49,22230,802,330,325050,dcc25b32-312a-429a-8f33-68e669693f23
Ladislau Albu,ladislaualbu,ladislaualbu@zzup.ro,8251007438644,2006-10-01,"Intrarea Georgeta Nistor Nr. 19 Bl. 67  Sc. 34 Ap. 596, Piatra-Neamt, 830680",0772 180 404,c6:fc:79:66:79:7f,48.164.2.79,RO04VFHD1525199166420375,2025-04-10 10:49:49,6843,257,10,1430433,7334b9eb-6235-4e36-b511-7439aae78eb9
Lucia Dumitrescu,luciadumitrescu,luciadumitrescu@kappa.ro,3360331155733,2001-09-04,"Aleea Tudosia Ionescu Nr. 994 Bl. 74  Sc. 71 Ap. 113, Chitila, 916498",0728 827 515,e8:ed:59:b1:0d:4b,212.143.4.210,RO04RJDG3759789178623695,2025-04-10 10:49:49,16327,877,632,189302,d0ae1a46-4683-4f2d-8558-7724543737b8
Dalia Mocanu,daliamocanu,daliamocanu@post.ro,2880116462773,2002-12-30,"Bulevardul Ioniță, Tandarei, 844705",0744 923 460,1e:1f:5b:73:ce:35,4.246.9.163,RO34FMXQ6321976189980005,2025-04-10 10:49:49,14423,581,451,1814345,64079f50-694f-4eec-9a1d-580c194d3a14
Fabia Dochioiu,fabiadochioiu,fabiadochioiu@141.ro,4010201131290,1979-12-17,"Strada Nemeș, Alesd, 105387",0266 358 017,b4:2d:cf:e0:03:9c,148.130.47.138,RO87ZGDS5501426273943599,2025-04-10 10:49:49,19327,123,709,1634285,826e00fd-b140-4857-bfe8-d83c39827c12
Beniamin Manole,beniaminmanole,beniaminmanole@email.ro,5721131185882,1979-06-28,"Soseaua Suciu, Vicovu de Jos, 889113",0242 485 840,cc:82:14:0d:23:b6,223.5.105.87,RO44CVMD7884061846715362,2025-04-10 10:49:49,30134,522,501,1900638,cb6bf608-4122-4ae1-b3cf-ff22681537db
Natalia Florea,nataliaflorea,nataliaflorea@acasa.ro,6100531176538,1921-06-23,"Drumul Petruț Pușcașu, Orsova, 546682",0268 556 864,e8:86:5a:51:ff:64,120.75.127.212,RO70RJGI7507295193743659,2025-04-10 10:49:49,17466,921,167,1071533,d41dc911-e47f-4c21-b16e-b7735bf70c39
Grigore Dumitrescu,grigoredumitrescu,grigoredumitrescu@kappa.ro,5231118529803,1934-05-10,"Intrarea Felicia Cristea Nr. 48 Bl. 35  Sc. 94 Ap. 294, Buftea, 434985",0242 019 184,42:3f:b6:f3:80:70,85.203.149.145,RO56OJME7858874377861837,2025-04-10 10:49:49,15445,200,650,1719641,6aa8ea0b-d61f-4520-9663-7c7ce3990b30
Ica Tabacu,icatabacu,icatabacu@141.ro,3100804456518,1941-11-11,"Drumul Georgescu Nr. 146 Bl. 17  Sc. 26 Ap. 284, Berceni, 801906",0231 152 243,a8:8e:f6:53:10:7a,190.213.11.129,RO95XKJO7656769850267743,2025-04-10 10:49:49,21252,173,399,418111,756994a9-98b5-4863-a99c-f887ba170567
Marcu Ioniță,marcuioniță,marcuioniță@zzup.ro,7800515033527,1976-07-15,"Aleea Pompilia Ardelean Nr. 12 Bl. 73  Sc. 47 Ap. 233, Teius, 695493",0257 933 059,24:03:8d:08:8f:23,69.23.215.198,RO32MFRY4142857356859982,2025-04-10 10:49:49,21269,304,85,1865246,b6eab6cf-bf09-4c2d-a203-5b8c50b6da07
Rafael Ababei,rafaelababei,rafaelababei@email.ro,7980227189096,1920-06-09,"Aleea Preda Nr. 64, Tudora, 929140",0243 795 912,3e:ef:0c:dc:a5:f9,88.75.177.227,RO09FZGM3804580537520843,2025-04-10 10:49:49,4917,854,318,152757,b6b811f3-879e-4f12-b369-c0408b968228
Ioan Manole,ioanmanole,ioanmanole@acasa.ro,7420225201534,1992-03-25,"Bulevardul Suciu, Breaza de Sus, 128439",0231 863 634,94:08:5c:d8:91:05,82.218.124.132,RO93YPIN1125583152652919,2025-04-10 10:49:49,19656,388,367,723803,e4e90aae-b51b-43b1-9090-27fad4a5f76c
Răducu Popa,răducupopa,răducupopa@post.ro,7170102215407,2016-06-30,"Bulevardul Teodosia Gheorghiu Nr. 85 Bl. 76  Sc. 21 Ap. 500, Sangeorgiu de Mures, 929237",0256 753 884,e0:ba:ac:0c:7d:4e,165.186.41.98,RO81DMKK6721459625792429,2025-04-10 10:49:49,18478,180,608,1618948,7e9978fa-b08a-4e93-855f-7d0252980d93
Tatiana Voinea,tatianavoinea,tatianavoinea@email.ro,5661109086072,1929-01-21,"Drumul Nistor Nr. 62, Sfantu Gheorghe, 589060",0246 389 895,76:b2:44:59:1e:e2,161.101.207.152,RO54JFAP3082839566408475,2025-04-10 10:49:49,20582,222,478,1417542,f33a9a7d-23ef-4513-896f-cdac80a5bb91
Maria Georgescu,mariageorgescu,mariageorgescu@141.ro,8000110430362,1931-10-03,"Aleea Andra Nistor Nr. 199 Bl. 31  Sc. 92 Ap. 275, Fundeni, 139508",0267 676 462,92:e8:88:f0:04:82,56.128.25.154,RO19FBVM4740204850603064,2025-04-10 10:49:49,24493,428,580,531326,b5037581-699b-43fe-b440-5d2032ce0b31
Sidonia Gheorghiu,sidoniagheorghiu,sidoniagheorghiu@141.ro,4170707394504,1961-05-06,"Aleea Popescu Nr. 20 Bl. 78  Sc. 79 Ap. 775, Cudalbi, 979374",0252 108 394,50:91:5b:16:f9:62,126.91.118.141,RO77VLVA2199487111980448,2025-04-10 10:49:49,14267,549,704,479227,0377fd37-b8b1-4d44-8586-0d6548fb37f0
Lucențiu Voinea,lucențiuvoinea,lucențiuvoinea@post.ro,8730311403381,1924-12-26,"Aleea Pușcașu Nr. 982 Bl. 76  Sc. 85 Ap. 363, Suceava, 192002",0737 342 650,b4:cd:f9:75:5c:cd,54.20.90.52,RO93UFZE5773494085419797,2025-04-10 10:49:49,17638,793,542,1766266,52b9ad86-7406-4602-bea2-52cd0ff03e80
Mălina Nistor,mălinanistor,mălinanistor@acasa.ro,2670124297459,1972-11-20,"Bulevardul Suciu, Nadlac, 753546",0734 863 764,c0:0f:d5:1c:ea:1e,165.170.34.25,RO97PIGR9031391886730893,2025-04-10 10:49:49,7554,902,427,1531616,90c22901-9de8-4b63-8ff5-ba9797321c8b
Pleșu Dima,pleșudima,pleșudima@kappa.ro,5540830024458,1950-04-04,"Bulevardul Silviana Aanei, Otelu Rosu, 285673",021 630 6553,8c:c1:15:c5:c5:d6,34.3.0.249,RO56KIJQ7107056232397213,2025-04-10 10:49:49,21601,267,770,1653702,7d0b1fc6-8c0e-4ec5-98f0-764028a84233
Theodor Voinea,theodorvoinea,theodorvoinea@kappa.ro,2360306258659,2003-01-19,"Strada Stănescu Nr. 755 Bl. 32  Sc. 43 Ap. 402, Rodna, 697738",0269 723 169,00:d0:78:59:9f:c1,119.249.213.171,RO39USAY3361610604630439,2025-04-10 10:49:49,25749,130,668,802004,3c45df7c-3342-405d-8275-2bb6a3d1f7e5
Romanița Nistor,romanițanistor,romanițanistor@gmail.com,7980822238795,1944-01-25,"Soseaua Emilian Dobre Nr. 913, Peris, 610315",0240 651 714,02:06:0c:6a:f4:3c,110.251.130.3,RO07DRDL6126403946407701,2025-04-10 10:49:49,16196,542,460,1607416,704d0169-43f9-4f48-916a-c6958bcd6454
Alberta Dima,albertadima,albertadima@gmail.com,2230927319853,1999-02-02,"Drumul Pătru Albu, Anina, 408520",0255 499 564,58:b1:3f:5b:68:72,9.46.140.153,RO93WXVK0248876611105944,2025-04-10 10:49:49,13739,4,770,1595017,2b49b2a9-de56-4186-baaa-3ecd55fd5166
Nechifor Mazilescu,nechiformazilescu,nechiformazilescu@acasa.ro,2620912427761,1951-06-16,"Intrarea Dochioiu Nr. 29 Bl. 14  Sc. 13 Ap. 266, Rasnov Romacril, 938309",0720 152 091,40:bb:5b:bf:cd:08,143.243.225.76,RO63ZVZS6075891842950363,2025-04-10 10:49:49,30364,17,716,813201,87da2b9d-0230-4854-85b7-4df50d37c402
Consuela Stancu,consuelastancu,consuelastancu@email.ro,7720203092279,1959-04-06,"Aleea Oprea Nr. 349, Lupeni, 102665",0726 390 251,ea:5f:02:64:4d:0c,16.108.101.51,RO61TUMA6493919747857269,2025-04-10 10:49:49,2425,25,322,1765191,c75e4c96-daa0-4ed8-9df7-f32a091f4350
Casandra Cristea,casandracristea,casandracristea@gmail.com,6260107034486,1983-02-03,"Strada Marin, Sighisoara, 452119",0259 164 785,5e:1f:41:8c:54:93,13.27.23.180,RO06BJHF8597701146950261,2025-04-10 10:49:49,29517,236,585,1444771,578aa141-3cf1-4ccc-8f76-d2f5b3947f79
Suzana Voinea,suzanavoinea,suzanavoinea@kappa.ro,7090417378187,1935-01-26,"Soseaua Tabacu Nr. 270, Sangeorz-Bai, 688334",0758 997 267,6c:fc:0c:ac:9c:95,5.98.10.215,RO45FFKO4872808979393284,2025-04-10 10:49:49,16164,962,798,779383,d6cbbf40-3e44-40c9-a750-6801b22af209
Anghel Tudor,angheltudor,angheltudor@post.ro,2810723371864,2017-05-15,"Soseaua Georgescu Nr. 877 Bl. 42  Sc. 83 Ap. 702, Baia, 660775",0250 892 712,06:2f:7d:cb:46:98,71.171.155.94,RO05IJUW3611824135775141,2025-04-10 10:49:49,34542,331,251,34695,1e0eaaf2-8345-418a-92f4-032e8064fe19
Beatrice Mazilescu,beatricemazilescu,beatricemazilescu@kappa.ro,1341104327967,1925-10-24,"Drumul Panait Stancu Nr. 487, Sighisoara, 159298",0721 543 870,b8:27:bb:bc:24:25,48.139.128.187,RO63DHYN9700680527868340,2025-04-10 10:49:49,31373,869,247,728923,f9555700-657a-4217-88e4-214819e41593
Crin Popescu,crinpopescu,crinpopescu@email.ro,1061116173797,1955-04-11,"Strada Diaconu Nr. 663 Bl. 89  Sc. 15 Ap. 355, Busteni, 791131",0732 253 043,b6:5b:1a:28:0b:af,88.161.192.126,RO24QHRX1004045321148533,2025-04-10 10:49:49,15215,860,612,931195,cd268973-c8ee-48fc-8244-f3618bc11786
Stancu Eftimie,stancueftimie,stancueftimie@acasa.ro,7280722041522,1942-06-19,"Intrarea Angela Stoica, Hateg, 728926",0740 898 866,16:5c:43:9d:ea:6e,36.96.44.173,RO69JYNK1257467673732893,2025-04-10 10:49:49,31,647,482,61453,2b786882-256b-4392-9aaf-21ac45691787
Sergiu Preda,sergiupreda,sergiupreda@kappa.ro,4200501205931,1947-12-13,"Intrarea Horațiu Tabacu Nr. 940 Bl. 58  Sc. 92 Ap. 740, Valea Mare (Babeni), 751646",0732 881 981,da:77:74:de:07:2e,204.73.6.238,RO92ETUO3745988446765378,2025-04-10 10:49:49,27011,7,792,1605538,5e9e42b8-e5f8-42d4-a524-f1c4676ec7aa
Martin Ardelean,martinardelean,martinardelean@kappa.ro,6190720177671,1998-06-14,"Aleea Voinea Nr. 368 Bl. 60  Sc. 97 Ap. 230, Mogosoaia, 405658",0248 742 627,06:12:8a:a4:84:64,194.209.232.49,RO72PSZU6024501960136342,2025-04-10 10:49:49,12824,792,440,1206428,a5343d45-af09-48ef-8505-9a4ec5103cfd
Virginia Nemeș,virginianemeș,virginianemeș@acasa.ro,8880118522206,1915-07-27,"Aleea Leordean Ene Nr. 31, Baia, 750031",0786 117 840,3c:c2:16:1f:9a:35,219.105.252.45,RO42MCII4392173782606152,2025-04-10 10:49:49,4989,111,625,1438491,138ad197-929f-463d-8ee5-9cbf41db6675
Evelina Eftimie,evelinaeftimie,evelinaeftimie@kappa.ro,4681117073391,2002-02-19,"Bulevardul Nistor, Sebis, 641405",0258 905 200,d4:46:ff:e4:37:6e,161.106.34.237,RO91OFLY6717046984883183,2025-04-10 10:49:49,652,158,27,923166,aa59c18b-24c1-4a5a-91bf-07d4d5572c98
Olimpia Gheorghiu,olimpiagheorghiu,olimpiagheorghiu@141.ro,8670706335592,1928-04-17,"Drumul Popa Nr. 37 Bl. 80  Sc. 59 Ap. 997, Valea Mare (Negresti), 209280",0729 833 133,02:03:fb:6a:37:10,88.208.82.234,RO47HXVY1840544196745729,2025-04-10 10:49:49,13325,495,638,1331007,c3a496c4-3908-43bf-97b0-e147a71f0872
Olimpiu Toma,olimpiutoma,olimpiutoma@email.ro,8541104148548,2016-11-19,"Aleea Ionescu, Voluntari, 291024",0235 280 484,42:06:81:34:36:79,13.196.76.23,RO43CJFG8975797750399442,2025-04-10 10:49:49,29558,718,616,1997668,ba1fc2e6-fd76-4d51-bc1b-95cfc44d651c
Iosif Georgescu,iosifgeorgescu,iosifgeorgescu@141.ro,1591014458928,1989-01-11,"Drumul Dinu Nr. 88 Bl. 18  Sc. 75 Ap. 357, Zimnicea, 134605",0784 092 805,e4:46:c2:71:e8:5c,25.189.66.49,RO85RVLN0434156343850771,2025-04-10 10:49:49,17865,877,316,1044042,7f3998dc-50a5-4465-b86e-94dbe3f0103a
Sanda Dobre,sandadobre,sandadobre@acasa.ro,3400325439062,1951-12-15,"Aleea Stănescu Nr. 576 Bl. 30  Sc. 29 Ap. 228, Mioveni, 371411",0263 821 516,6c:76:be:bf:1a:d3,21.104.248.71,RO09YMKJ7730860289041790,2025-04-10 10:49:49,9344,424,130,1101921,515774c1-7476-4515-b3b9-e210ca9d4e35
Lorin Albu,lorinalbu,lorinalbu@post.ro,3370807396086,1996-05-26,"Soseaua Popa Nr. 88, Marginea, 603130",0750 887 205,34:39:23:c8:3b:7c,144.247.159.40,RO95TENT6574602670377261,2025-04-10 10:49:49,9080,606,263,800855,1496d65a-72ef-4e91-ae5a-0fb964b64f3c
Florica Ene,floricaene,floricaene@kappa.ro,4841013083560,2015-01-10,"Strada Pușcașu Nr. 74, Glina, 820477",0269 154 051,5e:2d:f0:8b:53:8b,1.8.18.60,RO39AUZL6720881779824621,2025-04-10 10:49:49,23411,866,752,213198,c0314c1d-1299-43bd-b924-664e4ccdd152
Svetlana Stănescu,svetlanastănescu,svetlanastănescu@acasa.ro,1070611139010,1933-07-28,"Strada Ababei, Moreni, 951563",0758 576 747,5c:b2:86:5a:10:7b,45.12.158.226,RO27QZPM6291526755283373,2025-04-10 10:49:49,10357,524,749,185651,53b88016-d957-49d9-a576-fb2f285d661e
Ludovica Tomescu,ludovicatomescu,ludovicatomescu@acasa.ro,7300721414979,1981-04-22,"Soseaua Nistor Nr. 234 Bl. 93  Sc. 75 Ap. 524, Moisei, 848536",0785 496 107,64:9a:23:52:25:1a,72.222.246.252,RO38NMOX3349903925236661,2025-04-10 10:49:49,23422,179,66,740771,bc37023e-ecb0-4c2c-97a8-bdce2fdbbf3b
Măriuca Pop,măriucapop,măriucapop@email.ro,1620208014553,1932-06-20,"Soseaua Stoica, Roseti, 633652",0728 286 464,d8:0c:25:94:63:da,134.150.120.2,RO13AMPT8292336712802823,2025-04-10 10:49:49,545,994,448,512163,4da726d6-20d6-4f51-8588-98cd7bf6ed9b
Horia Cristea,horiacristea,horiacristea@acasa.ro,4111221362064,1966-08-19,"Soseaua Gică Preda Nr. 815 Bl. 33  Sc. 56 Ap. 921, Tufesti, 792782",0788 783 762,88:67:95:e6:17:cc,113.193.26.236,RO79VIZL5522642288861303,2025-04-10 10:49:49,17645,183,290,1455928,e562c472-e1c4-4421-9847-2afb5c35af7e
Iulian Gheorghiu,iuliangheorghiu,iuliangheorghiu@kappa.ro,1660320384414,1949-10-04,"Aleea Iridenta Voinea Nr. 418, Constanta, 503019",0263 841 984,8e:23:f6:23:5a:f0,132.105.210.134,RO45XNTZ5269621716502328,2025-04-10 10:49:49,29070,680,268,873841,f977683f-3ce7-4030-8b54-5fa2be5fedec
Simion Manole,simionmanole,simionmanole@zzup.ro,4540809293401,1938-04-22,"Bulevardul Stancu, Darabani, 184319",0257 198 645,6c:d1:d3:12:66:6c,22.89.133.207,RO18DKQW7579909652802663,2025-04-10 10:49:49,23084,102,36,886306,d5ef4755-33af-4646-97c9-9b80e1eb56a3
Mihail Tomescu,mihailtomescu,mihailtomescu@email.ro,1810417077581,1918-01-31,"Strada Oprea Nr. 664, Tulcea, 667216",0245 463 037,be:74:25:00:f2:b6,153.222.40.167,RO39TJEN6123435076958201,2025-04-10 10:49:49,35231,389,629,92804,35f45654-9250-403a-b0cf-3318c5bef09e
Consuela Aanei,consuelaaanei,consuelaaanei@zzup.ro,3561029150733,1927-07-16,"Bulevardul Crenguța Eftimie Nr. 96, Lugoj, 672183",0266 994 497,2e:e8:ab:51:17:7e,30.239.147.179,RO68ANEP0151483330238369,2025-04-10 10:49:49,13446,371,762,240758,f5b03a68-488c-4685-a435-7b9ca19ad02c
Sabin Barbu,sabinbarbu,sabinbarbu@post.ro,7620403014865,1952-05-29,"Aleea Nora Preda Nr. 830 Bl. 54  Sc. 89 Ap. 465, Ploiesti, 613150",0240 602 530,3c:1e:ef:f4:f0:8b,146.186.234.39,RO47GZEE8584436453468907,2025-04-10 10:49:49,28130,798,469,1586690,b1d8ef27-57ce-46f2-8fff-aef9fc074d75
Stancu Albu,stancualbu,stancualbu@email.ro,7520206122016,1942-09-09,"Drumul Georgescu, Rovinari, 116599",0757 910 157,02:5a:67:6d:89:49,179.224.144.249,RO34FDPJ9747532105202804,2025-04-10 10:49:49,9612,300,499,517203,5606e223-5881-46df-bd28-0f7999436c80
Nidia Georgescu,nidiageorgescu,nidiageorgescu@141.ro,8880812098669,2002-02-24,"Intrarea Dima Nr. 418 Bl. 29  Sc. 71 Ap. 419, Valea lui Mihai, 542630",0769 097 405,8c:57:c3:bf:bf:2b,222.226.49.62,RO87PIWQ7429622944645191,2025-04-10 10:49:49,3795,784,724,1803733,0d4012db-13ce-4ace-88ee-04ce3cea08d5
Denisa Stan,denisastan,denisastan@kappa.ro,3500413328885,2020-01-16,"Bulevardul Dumitrescu, Slatina, 845870",0255 356 062,3e:f4:4d:06:47:8f,115.190.66.109,RO67VRIF2646132643490793,2025-04-10 10:49:49,26571,131,309,579703,2ee367b4-42d6-4d2c-bb0d-921279cf002c
Erica Oprea,ericaoprea,ericaoprea@post.ro,2330524359215,1933-07-11,"Drumul Mocanu, Valu lui Traian, 845484",0267 455 107,c6:7a:bc:0f:33:17,31.56.57.45,RO61YLYV6090005093745156,2025-04-10 10:49:49,8389,190,621,1071583,556adb4e-006f-4c7f-b503-13ac6ec4f8af
Avram Pușcașu,avrampușcașu,avrampușcașu@zzup.ro,7030821277249,2009-03-10,"Soseaua Ioniță Nr. 906 Bl. 42  Sc. 51 Ap. 877, Toplita, 568333",0737 247 335,e8:20:1b:67:22:04,46.221.122.20,RO16IUQH6421430661602207,2025-04-10 10:49:49,24710,197,580,1235760,1f86bddf-8433-47a3-af09-14df3669aebe
Aglaia Oprea,aglaiaoprea,aglaiaoprea@kappa.ro,1611006142961,1951-04-26,"Soseaua Eftimie Pușcașu Nr. 245 Bl. 98  Sc. 32 Ap. 374, Sinaia, 989015",0231 435 536,aa:c9:fa:08:47:77,187.47.112.48,RO18NWTC2896060992318467,2025-04-10 10:49:49,17815,865,415,342166,a08172bd-d4b8-462f-8721-7b3cd5d30ac7
Teodor Dinu,teodordinu,teodordinu@post.ro,2060616203116,2014-12-08,"Strada Manole Nr. 853 Bl. 97  Sc. 86 Ap. 411, Macin, 818114",0733 788 552,2a:f8:d7:3d:ea:4e,30.171.170.129,RO42MGKP0263383624288419,2025-04-10 10:49:49,22760,514,483,102584,a0bb6d15-2b77-4342-bb89-be24d4730384
Filofteia Dumitrescu,filofteiadumitrescu,filofteiadumitrescu@gmail.com,7440621098998,2002-06-07,"Strada Dinu Nr. 350, Popesti-Leordeni, 384363",0769 931 943,3a:06:f8:85:b2:91,33.175.5.235,RO47AOWL0823505205570582,2025-04-10 10:49:49,27898,673,736,53989,770f41cc-f8e5-4a3e-babc-e690c8b7f666
Mărioara Ardelean,mărioaraardelean,mărioaraardelean@post.ro,6270812454521,2008-10-28,"Aleea Barbu Nr. 79, Vatra Dornei, 435497",0266 483 842,f6:61:ad:cd:4e:e5,19.247.45.75,RO60EIPP6797351083409804,2025-04-10 10:49:49,29937,112,476,448650,d2a17514-1e41-4093-997a-4f43420d08b7
Dumitra Ene,dumitraene,dumitraene@post.ro,1411001415039,1955-03-21,"Bulevardul Iuliana Aanei, Sebis, 612879",0756 820 837,c8:3a:ad:60:1e:c0,79.175.121.115,RO23DFNA0164074618860471,2025-04-10 10:49:49,14457,694,83,1980505,39e97bce-aef7-4584-a303-55084ea568e9
Ionela Tudor,ionelatudor,ionelatudor@141.ro,8491003512963,1964-08-30,"Intrarea Preda Nr. 30 Bl. 47  Sc. 90 Ap. 519, Stei, 184563",0737 706 834,40:e7:4c:5c:1b:27,155.132.121.35,RO89YYLP2309901738231847,2025-04-10 10:49:49,34410,642,276,1295096,a18085d6-50bc-48ee-9cbb-4ed339bdc1a9
Sanda Oprea,sandaoprea,sandaoprea@acasa.ro,4990629366751,1994-01-15,"Bulevardul Dumitrescu Nr. 41, Fundeni, 152232",0722 934 848,a0:6f:12:9a:23:7e,83.18.233.243,RO12TLJF4709086071463949,2025-04-10 10:49:49,8800,843,736,997821,80008a44-c34a-43cf-9093-7db641f3ed8f
Eric Dochioiu,ericdochioiu,ericdochioiu@kappa.ro,5520626340050,1953-10-20,"Bulevardul Eftimie Nr. 433, Dancu, 349788",0242 372 183,1e:d5:01:b7:ff:e1,28.0.163.78,RO63UMQS0048883601276010,2025-04-10 10:49:49,24149,60,628,1876806,b07b2334-4209-4d10-ac63-4d618dcd89a6
Leana Oprea,leanaoprea,leanaoprea@email.ro,3150714287312,1986-08-31,"Strada Ene, Lugoj, 303315",0725 878 315,f8:8b:eb:d3:63:b4,198.171.245.231,RO26KGXV6497848147998566,2025-04-10 10:49:49,32982,505,85,672640,fb649905-26be-42bc-b9df-55a78f718310
Bogdana Pop,bogdanapop,bogdanapop@gmail.com,4360126264648,1974-12-26,"Soseaua Grigore Stancu Nr. 62 Bl. 62  Sc. 49 Ap. 222, Intorsura Buzaului, 207023",0240 092 872,18:d4:9f:22:0d:03,68.217.17.78,RO32MZQA5033856351181435,2025-04-10 10:49:49,18396,292,773,791844,12f5480f-1a35-496b-a44f-512160d09af7
Liviu Albu,liviualbu,liviualbu@141.ro,5980130049016,1985-10-18,"Bulevardul Aurelia Ardelean, Murfatlar, 665679",0726 723 324,36:c2:96:1f:0e:10,20.20.126.214,RO76KPBH5075960589483766,2025-04-10 10:49:49,11439,601,681,968312,d1c21144-6aed-47b4-9aa6-5205aba3fc48
Tiberiu Dinu,tiberiudinu,tiberiudinu@email.ro,2650730011591,1916-09-09,"Strada Ancuța Ene Nr. 635, Lugoj, 504487",0754 506 558,0a:22:8e:f8:3e:3b,108.139.238.224,RO64PHXU2914504382869034,2025-04-10 10:49:49,22593,992,554,1265158,6d3e679e-0df4-4f08-966f-01833ea9b2ea
Emanuil Stoica,emanuilstoica,emanuilstoica@email.ro,1480414525301,1911-12-11,"Intrarea Ardelean Nr. 811, Vladimirescu, 575048",0757 692 302,ec:06:76:d0:d7:8d,20.176.188.121,RO57IIIA8287468198478138,2025-04-10 10:49:49,27721,116,306,996569,342f39e7-57e7-449a-999e-4b23dc399f47
Marcela Ardelean,marcelaardelean,marcelaardelean@zzup.ro,8180404248347,1970-04-19,"Intrarea Nadia Nistor, Motatei, 618038",0771 688 732,aa:08:d9:9a:e7:41,216.0.241.120,RO79RTPV5950684542492848,2025-04-10 10:49:49,7908,280,369,1224275,e881445f-d5ec-4e9d-9b58-b82e81bdc454
Octaviana Stănescu,octavianastănescu,octavianastănescu@acasa.ro,2370429067496,1926-01-18,"Bulevardul Aanei Nr. 283 Bl. 75  Sc. 80 Ap. 852, Maieru, 153921",0726 639 107,0c:b8:51:fb:ef:66,27.70.229.145,RO83GZHQ5810702491084300,2025-04-10 10:49:49,3022,398,742,1442999,b98d9469-a6c3-4e5c-855c-ac822fe772f0
Pavel Pop,pavelpop,pavelpop@acasa.ro,8460902114445,1997-04-06,"Aleea Marin Nr. 10, Valea Caselor (Dragasani), 298914",0255 299 972,c6:de:3e:18:71:c4,164.131.251.71,RO92HVHZ4724824352206428,2025-04-10 10:49:49,8517,477,714,1491243,252748c6-12d0-409a-b600-b8d7b3f4c8e3
Rafael Pușcașu,rafaelpușcașu,rafaelpușcașu@email.ro,3440628421767,1910-06-03,"Drumul Ardelean Nr. 921 Bl. 28  Sc. 72 Ap. 203, Vicovu de Jos, 873562",0765 907 314,18:84:26:cd:12:a9,184.161.29.175,RO30TQAH6767355758587579,2025-04-10 10:49:49,6409,239,257,12889,43ca650f-42c9-4f7c-8102-7916957de135
Ionel Ene,ionelene,ionelene@acasa.ro,4890125096162,1920-04-29,"Aleea Petre Manole, Reghin, 176568",0785 544 616,4c:fd:ce:ec:b0:5f,90.149.81.102,RO24VXJT1495392327187835,2025-04-10 10:49:49,9702,682,733,1702651,c770611c-3387-4e8d-9b73-5a99e10a39eb
Rebeca Ardelean,rebecaardelean,rebecaardelean@email.ro,1540215334196,2022-03-06,"Intrarea Ionescu Nr. 354 Bl. 59  Sc. 76 Ap. 627, Saveni, 542286",0268 815 617,48:b7:14:19:11:2c,38.126.211.65,RO98ETOA1956394301447225,2025-04-10 10:49:49,31196,268,651,1667140,622cfa48-4738-4e42-94e2-00f2a32f0c48
Zamfir Nistor,zamfirnistor,zamfirnistor@zzup.ro,7570430077699,1986-08-15,"Drumul Preda Nr. 498 Bl. 78  Sc. 90 Ap. 149, Cornetu, 203166",0711 105 428,94:70:5f:31:9e:e6,147.104.8.59,RO38MNPG3002450581991404,2025-04-10 10:49:49,29546,516,710,1698498,2219e88c-5bdb-47ec-a719-84b28c19a4b0
Pamela Georgescu,pamelageorgescu,pamelageorgescu@kappa.ro,7530612107106,1934-01-29,"Bulevardul Florea Nr. 301 Bl. 47  Sc. 37 Ap. 307, Giroc, 359692",0765 988 715,4c:06:e5:bc:05:61,133.86.48.242,RO29SDEO7616284456048977,2025-04-10 10:49:49,18804,710,599,1896702,3e34c23d-1a39-4ec2-8e7a-3945f1693f9d
Axenia Mazilescu,axeniamazilescu,axeniamazilescu@kappa.ro,4621213109590,2015-01-07,"Intrarea Dobre Nr. 688 Bl. 39  Sc. 82 Ap. 391, Oradea, 947525",0258 042 475,d8:90:75:73:28:a6,209.189.124.143,RO13ZSJA7510447829323382,2025-04-10 10:49:49,742,557,761,130453,1999c274-b17c-4431-a2b9-4aece4aa1a54
Silviana Eftimie,silvianaeftimie,silvianaeftimie@gmail.com,8730926112202,2015-05-10,"Bulevardul Teona Barbu, Buhusi, 710596",0232 172 159,00:2b:a5:81:5d:19,144.200.108.253,RO67PAAT6463435870314138,2025-04-10 10:49:49,23072,354,284,1874947,e75519bd-f25e-490b-a4e3-7668919eaa7d
Petruț Niță,petruțniță,petruțniță@post.ro,2001001126251,1952-09-24,"Soseaua Tabacu, Zimnicea, 368198",0738 026 496,80:46:b6:af:47:f7,68.152.39.121,RO32YAHI9364675355222924,2025-04-10 10:49:49,27206,27,707,223583,5b735eac-cf18-4d80-859a-a97bf6d753cb
Felicia Suciu,feliciasuciu,feliciasuciu@zzup.ro,8300317201019,2022-07-18,"Aleea Axinte Mocanu Nr. 382 Bl. 27  Sc. 73 Ap. 216, Arad, 802362",0231 735 627,4c:d4:14:8c:31:fc,115.93.75.166,RO86WMRY9796171884707128,2025-04-10 10:49:49,7198,832,679,1397427,caa86a65-ec5e-4485-a9af-d8d5a00ce1a1
